ID,DIST,CO,RTE,PFX,BEGPM,PFX,ENDPM,Length,HG,MAINT_DIST,DIST_RGN,BUDGET ZONE,FY/Q,Pass,Need 1,Need 2,District LOS Score,Pass,Need 1,Need 2,RA LOS Score,los_2022_start,FY/Q,Pass,Need 1,Need 2,District LOS Score,Pass,Need 1,Need 2,RA LOS Score,los_2022_q1,FY/Q,Pass,Need 1,Need 2,District LOS Score,Pass,Need 1,Need 2,RA LOS Score,los_2022_q2,FY/Q,"NB/EB
Pass","NB/EB
Need 1","NB/EB
Need 2","NB/EB
Construction","NB/EB
Encampments","SB/WB
Pass","SB/WB
Need 1","SB/WB
Need 2","SB/WB
Construction","SB/WB
Encampments",District LOS Score,"NB/EB
Pass","NB/EB
Need 1","NB/EB
Need 2","NB/EB
Construction","NB/EB
Encampments","SB/WB
Pass","SB/WB
Need 1","SB/WB
Need 2","SB/WB
Construction","SB/WB
Encampments",RA LOS Score,los_2022_q3,FY/Q,"NB/EB
Pass","NB/EB
Need 1","NB/EB
Need 2","NB/EB
Construction","NB/EB
Encampments","SB/WB
Pass","SB/WB
Need 1","SB/WB
Need 2","SB/WB
Construction","SB/WB
Encampments",District LOS Score,"NB/EB
Pass","NB/EB
Need 1","NB/EB
Need 2","NB/EB
Construction","NB/EB
Encampments","SB/WB
Pass","SB/WB
Need 1","SB/WB
Need 2","SB/WB
Construction","SB/WB
Encampments",RA LOS Score,los_2022_q4,FY/Q,"NB/EB
Pass","NB/EB
Need 1","NB/EB
Need 2","NB/EB
Construction","NB/EB
Encampments","SB/WB
Pass","SB/WB
Need 1","SB/WB
Need 2","SB/WB
Construction","SB/WB
Encampments",District LOS Score,"NB/EB
Pass","NB/EB
Need 1","NB/EB
Need 2","NB/EB
Construction","NB/EB
Encampments","SB/WB
Pass","SB/WB
Need 1","SB/WB
Need 2","SB/WB
Construction","SB/WB
Encampments",RA LOS Score,los_2023_q1,FY/Q,"NB/EB
Pass","NB/EB
Need 1","NB/EB
Need 2","NB/EB
Construction","NB/EB
Encampments","SB/WB
Pass","SB/WB
Need 1","SB/WB
Need 2","SB/WB
Construction","SB/WB
Encampments",District LOS Score,"NB/EB
Pass","NB/EB
Need 1","NB/EB
Need 2","NB/EB
Construction","NB/EB
Encampments","SB/WB
Pass","SB/WB
Need 1","SB/WB
Need 2","SB/WB
Construction","SB/WB
Encampments",RA LOS Score,los_2023_q2,FY/Q,"NB/EB
Pass","NB/EB
Need 1","NB/EB
Need 2","NB/EB
Construction","NB/EB
Encampments","SB/WB
Pass","SB/WB
Need 1","SB/WB
Need 2","SB/WB
Construction","SB/WB
Encampments",los_2023_q3,FY/Q,"NB/EB
Pass","NB/EB
Need 1","NB/EB
Need 2","NB/EB
Construction","NB/EB
Encampments","SB/WB
Pass","SB/WB
Need 1","SB/WB
Need 2","SB/WB
Construction","SB/WB
Encampments",District LOS Score,"NB/EB
Pass","NB/EB
Need 1","NB/EB
Need 2","NB/EB
Construction","NB/EB
Encampments","SB/WB
Pass","SB/WB
Need 1","SB/WB
Need 2","SB/WB
Construction","SB/WB
Encampments",RA LOS Score,los_2023_q4,Q1 FY2024-Date Evaluated ,"NB/EB
Pass","NB/EB
Need 1","NB/EB
Need 2","NB/EB
Construction","NB/EB
Encampments","NB/EB
Comments","SB/WB
Pass","SB/WB
Need 1","SB/WB
Need 2","SB/WB
Construction","SB/WB
Encampments","SB/WB
Comments", LOS Score,Q1 FY2024-Date Evaluated ,"NB/EB
Pass","NB/EB
Need 1","NB/EB
Need 2","NB/EB
Construction","NB/EB
Encampments","NB/EB
Comments","SB/WB
Pass","SB/WB
Need 1","SB/WB
Need 2","SB/WB
Construction","SB/WB
Encampments","SB/WB
Comments", LOS Score,los_2024_q1,Date Evaluated ,"NB/EB
Pass","NB/EB
Need 1","NB/EB
Need 2","NB/EB
Construction","NB/EB
Encampments","NB/EB
Comments","SB/WB
Pass","SB/WB
Need 1","SB/WB
Need 2","SB/WB
Construction","SB/WB
Encampments","SB/WB
Comments", LOS Score,Date Evaluated ,"NB/EB
Pass","NB/EB
Need 1","NB/EB
Need 2","NB/EB
Construction","NB/EB
Encampments","NB/EB
Comments","SB/WB
Pass","SB/WB
Need 1","SB/WB
Need 2","SB/WB
Construction","SB/WB
Encampments","SB/WB
Comments", LOS Score,los_2024_q2,FY24Q3 Date Evaluated,"NB/EB
Pass","NB/EB
Need 1","NB/EB
Need 2","NB/EB
Construction","NB/EB
Encampments","NB/EB
Comments","SB/WB
Pass","SB/WB
Need 1","SB/WB
Need 2","SB/WB
Construction","SB/WB
Encampments","SB/WB
Comments", LOS Score,FY24Q3 Date Evaluated,"NB/EB
Pass","NB/EB
Need 1","NB/EB
Need 2","NB/EB
Construction","NB/EB
Encampments","NB/EB
Comments","SB/WB
Pass","SB/WB
Need 1","SB/WB
Need 2","SB/WB
Construction","SB/WB
Encampments","SB/WB
Comments", LOS Score,los_2024_q3,FY24Q4 Date Evaluated,"NB/EB
Pass","NB/EB
Need 1","NB/EB
Need 2","NB/EB
Construction","NB/EB
Encampments","NB/EB
Comments","SB/WB
Pass","SB/WB
Need 1","SB/WB
Need 2","SB/WB
Construction","SB/WB
Encampments","SB/WB
Comments", LOS Score,FY24Q4 Date Evaluated,"NB/EB
Pass","NB/EB
Need 1","NB/EB
Need 2","NB/EB
Construction","NB/EB
Encampments","NB/EB
Comments","SB/WB
Pass","SB/WB
Need 1","SB/WB
Need 2","SB/WB
Construction","SB/WB
Encampments","SB/WB
Comments", LOS Score,los_2024_q4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,4/18/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,6/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!
11,6,FRE,41,R,18,R,19,1,,6,District 6 - North Region,InVal-4,Beg FY22,,,1,0,1,,,100,50,FY22/Q1,,,1,0,,1,,50,25,FY22/Q2,1,,,100,1,,,100,100,FY22/Q3,X,,,,,X,,,,,100,,X,,,,X,,,,,75,88,FY22/Q4,,X,,,,,X,,,,50,x,,,,,,x,,,,75,63,FY23/Q1,,,X,,,X,,,,,50,,,X,,,,X,,,,25,38,FY23/Q2,X,,,,,X,,,,,100,X,,,,,X,,,,,100,100,FY23/Q3,x,,,,,x,,,,,100,FY23/Q4,x,,,,,x,,,,,100,X,,,,,X,,,,,100,100,10/26/2023,,,x,,,RS,,x,,,,M,25,10/25/2023,X,,,,,,,X,,,,INTERSECTION,75,50,1/19/2024,X,,,,,,,X,,,,Median ,75,1/18/2024,X,,,,,,,X,,,,M,75,75,,X,,,,,,X,,,,,,100,4/18/2024,X,,,,,,X,,,,,,100,100,,X,,,,,,X,,,,,,100,6/12/2024,x,,,,,,x,,,,,,100,100
12,6,FRE,41,R,19,R,20,1,,6,District 6 - North Region,InVal-4,Beg FY22,,,1,0,1,,,100,50,FY22/Q1,,,1,0,,1,,50,25,FY22/Q2,1,,,100,1,,,100,100,FY22/Q3,X,,,,,X,,,,,100,X,,,,,,X,,,,75,88,FY22/Q4,X,,,,,X,,,,,100,x,,,,,x,,,,,100,100,FY23/Q1,X,,,,,X,,,,,100,,,X,,,X,,,,,50,75,FY23/Q2,X,,,,,X,,,,,100,X,,,,,X,,,,,100,100,FY23/Q3,x,,,,,x,,,,,100,FY23/Q4,x,,,,,x,,,,,100,X,,,,,X,,,,,100,100,,x,,,,,,,x,,,,M,75,,X,,,,,,,X,,,,M,75,75,,X,,,,,,X,,,,,,100,,X,,,,,,X,,,,,,100,100,,X,,,,,,X,,,,,,100,,X,,,,,,X,,,,,,100,100,,X,,,,,,X,,,,,,100,,x,,,,,,x,,,,,,100,100
13,6,FRE,41,R,20,R,21,1,,6,District 6 - North Region,InVal-4,Beg FY22,,,1,0,,1,,50,25,FY22/Q1,,,1,0,,1,,50,25,FY22/Q2,1,,,100,,1,,50,75,FY22/Q3,X,,,,,X,,,,,100,,X,,,,,,X,,,25,63,FY22/Q4,,,X,,,X,,,,,50,x,,,,,x,,,,,100,75,FY23/Q1,,X,,,,,X,,,,50,,,X,,,,,X,,,0,25,FY23/Q2,,X,,,X,X,,,,,75,,X,,,X,X,,,,,75,75,FY23/Q3,,x,,,,x,,,,,75,FY23/Q4,,x,,,,,x,,,,50,X,,,,,X,,,,,100,75,,x,,,,,,,,x,,,"M,RS",50,,,X,,,,M,,X,,,,M,50,50,,,X,,,,RS and Med,,,X,,,RS and Med,25,,,X,,,,MR,,,X,,,MR,25,25,,X,,,,,,X,,,,,,100,,X,,,,,,X,,,,,,100,100,,X,,,,,,X,,,,,,100,,x,,,,,,x,,,,,,100,100
14,6,FRE,41,R,21,R,22,1,,6,District 6 - North Region,InVal-4,Beg FY22,,,1,0,,,1,0,0,FY22/Q1,,,1,0,,,1,0,0,FY22/Q2,,1,,50,,1,,50,50,FY22/Q3,,X,,,,,X,,,,50,,,X,,,,,X,,,0,25,FY22/Q4,,,X,,,,X,,,,25,,x,,,,,x,,,,50,38,FY23/Q1,,,X,,,,X,,,,25,,,X,,,,,X,,,0,13,FY23/Q2,,X,,,,X,,,,,75,,X,,,,,X,,,,50,63,FY23/Q3,,x,,,,,,x,,,25,FY23/Q4,,,,x,,,,,x,,#DIV/0!,X,,,,,,X,,,,75,#DIV/0!,,,x,,,,"M,RS",,,x,,,,25,,,X,,,,M,,,X,,,M & RAMP,25,25,,,,X,,,Medin,,,X,,,Median ,0,,,,X,,,MR,,,X,,,MR,0,0,,X,,,,,,X,,,,,,100,,X,,,,,,X,,,,,,100,100,,X,,,,,,,,X,,,,50,,x,,,,,,,,x,,,s,50,50
15,6,FRE,41,R,22,R,23,1,,6,District 6 - North Region,InVal-4,Beg FY22,,,1,0,,1,1,25,13,FY22/Q1,,,1,0,,,1,0,0,FY22/Q2,,1,,50,,1,,50,50,FY22/Q3,,X,,,,,,X,,,25,,,X,,,,X,,,,25,25,FY22/Q4,,,X,,,,,X,,,0,,,x,,,,,x,,,0,0,FY23/Q1,X,,,,,,X,,,,75,X,,,,,,,X,,,50,63,FY23/Q2,,,X,,,,X,,,,25,,,X,,,,X,,,,25,25,FY23/Q3,,x,,,,,,x,,,25,FY23/Q4,,,,x,,,,,x,,#DIV/0!,,X,,,,,X,,,,50,#DIV/0!,,x,,,,,,,x,,,,,75,,,,,X,,,,,,X,,,#DIV/0!,#DIV/0!,,,,X,,,Median,,,X,,,Median ,0,,,,X,,,M,,,X,,,MR,0,0,,,X,,,,,,X,,,,,50,,,X,,,,,,X,,,,,50,50,,X,,,,,,X,,,,,,100,,x,,,,,,,x,,,1,,75,88
16,6,FRE,41,R,23,R,24,1,,6,District 6 - North Region,InVal-4,Beg FY22,,,1,0,,,1,0,0,FY22/Q1,,,1,0,,,1,0,0,FY22/Q2,,1,,50,,,1,0,25,FY22/Q3,,,X,,,,X,,,,25,,,X,,,,X,,,,25,25,FY22/Q4,,,X,,1,,,X,,2,0,,,x,,,,,x,,,0,0,FY23/Q1,,X,,,,X,,,,,75,,,X,,X,,,X,,,0,38,FY23/Q2,,X,,,,,X,,,,50,,X,,,,,X,,,,50,50,FY23/Q3,,,x,,,,x,,,,25,FY23/Q4,x,,,,,x,,,,,100,,,,X,,,,,X,,#DIV/0!,#DIV/0!,,,,,x,,,,,,x,,,#DIV/0!,,,X,,,,R,,,X,,X,R,25,#DIV/0!,,,,,X,,,,,,X,,,#DIV/0!,,,,,X,,,,,,X,,,#DIV/0!,#DIV/0!,,,X,,,X,,,X,,,,,50,,,X,,,1,,,X,,,1,,50,50,,X,,,,,,X,,,,,,100,,x,,,,,,,x,,,1,,75,88
17,6,FRE,41,R,24,R,25,1,,6,District 6 - North Region,InVal-4,Beg FY22,,,1,0,,,1,0,0,FY22/Q1,,,1,0,,,1,0,0,FY22/Q2,,1,,50,,1,,50,50,FY22/Q3,X,,,,,,X,,,,75,,X,,,,,,X,,,25,50,FY22/Q4,,,X,,,,,X,,,0,,x,,,,,,x,,,25,13,FY23/Q1,X,,,,,,,X,,,50,,,X,,X,,,X,,,0,25,FY23/Q2,,,X,,,,X,,,X,25,,X,,,X,,X,,,X,50,38,FY23/Q3,,x,,,,,x,,,,50,FY23/Q4,,x,,,,x,,,,,75,,X,,,,,,X,,,25,50,,x,,,,,,,x,,,x,"M,RS",75,,,X,,,,MR,,,X,,X,M,25,50,,,,X,,x,Med and RS ,,,X,,,RS and Med,0,,,,X,,,M,,,X,,,MR,0,0,,X,,,,,,X,,,,,,100,,X,,,,,,X,,,,,,100,100,,X,,,,,,X,,,,,,100,,x,,,,,,,x,,,,s,75,88
18,6,FRE,41,R,25,R,26,1,,6,District 6 - North Region,InVal-4,Beg FY22,,,1,0,,1,,50,25,FY22/Q1,,,1,0,,1,,50,25,FY22/Q2,1,,,100,,1,,50,75,FY22/Q3,,X,,,,,X,,,,50,,,X,,,,,X,,,0,25,FY22/Q4,,,X,,,,,X,,1,0,,x,,,,,,x,,,25,13,FY23/Q1,X,,,,,,,X,,,50,X,,,,,,,X,,,50,50,FY23/Q2,,,X,,X,X,,,,,50,,,X,,,X,,,,,50,50,FY23/Q3,,x,,,,,x,,,,50,FY23/Q4,x,,,,,,x,,,,75,,X,,,,,X,,,,50,63,,,x,,,,M,,,x,,,"M,RS",25,,X,,,,,,,,X,,,M,50,38,,,,X,,,Median ,,,X,,,Median ,0,,,,X,,,M,,,X,,,,0,0,,X,,,,,,X,,,,,,100,,X,,,,,,X,,,,,,100,100,,X,,,,,,X,,,,,,100,,x,,,,,,x,,,,,,100,100
19,6,FRE,41,R,26,R,27,1,,6,District 6 - North Region,InVal-4,Beg FY22,,,1,0,,,1,0,0,FY22/Q1,,,1,0,,,1,0,0,FY22/Q2,,1,,50,,1,,50,50,FY22/Q3,,X,,,,,X,,,,50,X,,,,,,X,,,,75,63,FY22/Q4,,,X,,,,,X,,,0,,x,,,,,x,,,,50,25,FY23/Q1,X,,,,,,,X,,,50,,X,,,,,,X,,,25,38,FY23/Q2,X,,,,,,X,,,X,75,,X,,,X,,X,,,X,50,63,FY23/Q3,x,,,,,x,,,,,100,FY23/Q4,x,,,,,x,,,,,100,,X,,,,,X,,,,50,75,,x,,,,,,,,x,,,,50,,X,,,,,,,,X,,,R & RAMP,50,50,,,,X,,,Median ,,,X,,X,RS and Med,0,,,,X,,,M,,,X,,1,MR,0,0,,X,,,,,,X,,,,,,100,,X,,,,,,X,,,,,,100,100,,X,,,,,,X,,,,,,100,,,,,x,,,,,,x,,,#DIV/0!,#DIV/0!
20,6,FRE,41,R,27,R,28,1,,6,District 6 - North Region,InVal-4,Beg FY22,,,1,0,,1,,50,25,FY22/Q1,,,1,0,,,1,0,0,FY22/Q2,1,,,100,,1,,50,75,FY22/Q3,,X,,,,X,,,,,75,X,,,,,,X,,,,75,75,FY22/Q4,,,X,,,,,X,,1,0,,x,,,,,,x,,,25,13,FY23/Q1,X,,,,,,X,,,,75,,,X,,,,,X,,,0,38,FY23/Q2,,X,,,X,,X,,,X,50,,X,,,X,,X,,,X,50,50,FY23/Q3,,,,x,,,,,x,,#DIV/0!,FY23/Q4,,,,x,,,,,x,,#DIV/0!,,,,X,,,,,X,,#DIV/0!,#DIV/0!,,,,,x,,,,,,x,,,#DIV/0!,,,,,X,,,,,,X,,,#DIV/0!,#DIV/0!,,,,,X,,,,,,X,,,#DIV/0!,,,,,X,1,,,,,X,,,#DIV/0!,#DIV/0!,,,,,X,,,,,,X,,,#DIV/0!,,,,,X,,,,,,X,,,#DIV/0!,#DIV/0!,,,,,X,,,,,,X,,,#DIV/0!,,,,,x,,,,,,x,,,#DIV/0!,#DIV/0!
21,6,FRE,41,R,28,R,29,1,,6,District 6 - North Region,InVal-4,Beg FY22,,,1,0,,,1,0,0,FY22/Q1,,,1,0,,,1,0,0,FY22/Q2,1,,,100,,1,,50,75,FY22/Q3,,X,,,,X,,,,,75,X,,,,,,X,,,,75,75,FY22/Q4,,X,,,,,,X,,,25,,x,,,,,,x,,,25,25,FY23/Q1,X,,,,,,,X,,,50,,,X,,,,,X,,,0,25,FY23/Q2,,X,,,X,,X,,,X,50,X,,,,,,X,,,X,75,63,FY23/Q3,,,,x,,,,,x,,#DIV/0!,FY23/Q4,,,,x,,,,,x,,#DIV/0!,,,,X,,,,,X,,#DIV/0!,#DIV/0!,,,,,x,,,,,,x,,,#DIV/0!,,,,,X,,,,,,X,,,#DIV/0!,#DIV/0!,,,,,X,,,,,,X,,,#DIV/0!,,,,,X,1,,,,,X,,,#DIV/0!,#DIV/0!,,,,,X,,,,,,X,,,#DIV/0!,,,,,X,,,,,,X,,,#DIV/0!,#DIV/0!,,,,,X,,,,,,X,,,#DIV/0!,,x,,,,,,x,,,,,,100,#DIV/0!
22,6,FRE,41,R,29,R,30,1,,6,District 6 - North Region,InVal-4,Beg FY22,,,1,0,,1,,50,25,FY22/Q1,,,1,0,,1,,50,25,FY22/Q2,,1,,50,,1,,50,50,FY22/Q3,X,,,,,X,,,,,100,,X,,,,,X,,,,50,75,FY22/Q4,,X,,,,,X,,,1,50,,x,,,,,x,,,,50,50,FY23/Q1,X,,,,,,X,,,,75,X,,,,,X,,,,,100,88,FY23/Q2,X,,,,,X,,,,,100,X,,,,,X,,,,,100,100,FY23/Q3,x,,,,,,x,,,,75,FY23/Q4,,,,x,,,,,x,,#DIV/0!,,,,X,,,,,X,,#DIV/0!,#DIV/0!,,x,,,,,,,x,,,x,"M,RS",75,,X,,,,,,,,X,,X,R & RAMP,50,63,,,X,,,,Median ,,,X,,X,RS and Med,25,,,X,,,,M,,,X,,1,MR,25,25,,X,,,,,,X,,,,,,100,,X,,,,,,X,,,,,,100,100,,X,,,,,,X,,,,,,100,,x,,,,,,x,,,,,,100,100
23,6,FRE,41,R,30,R,31,1,,6,District 6 - North Region,InVal-4,Beg FY22,,,1,0,,1,,50,25,FY22/Q1,,,1,0,,1,,50,25,FY22/Q2,,1,,50,,1,,50,50,FY22/Q3,X,,,,,,X,,,,75,,X,,,,,X,,,,50,63,FY22/Q4,,X,,,,,X,,,,50,,x,,,,,x,,,,50,50,FY23/Q1,X,,,,,,,X,,,50,,X,,,,,X,,,,50,50,FY23/Q2,X,,,,,X,,,,,100,X,,,,,X,,,,,100,100,FY23/Q3,x,,,,,,x,,,,75,FY23/Q4,x,,,,,x,,,,,100,X,,,,,X,,,,,100,100,,,,x,,,M,,x,,,,"M,RS",25,,,,X,,,MR,,X,,,,M,25,25,,,,X,,,Median ,,X,,,,Median ,25,,,,X,,,M,,X,,,,M,25,25,,X,,,,,,X,,,,,,100,,X,,,,,,X,,,,,,100,100,,X,,,,,,X,,,,,,100,,x,,,,,,x,,,,,,100,100
24,6,FRE,41,R,31,R,32,1,,6,District 6 - North Region,InVal-4,Beg FY22,,,1,0,,,1,0,0,FY22/Q1,,,1,0,,1,,50,25,FY22/Q2,,1,,50,,1,,50,50,FY22/Q3,X,,,,,,X,,,,75,X,,,,,,X,,,,75,75,FY22/Q4,,,X,,,X,,,,,50,,x,,,,x,,,,,75,63,FY23/Q1,,X,,,,,X,,,,50,,,X,,,,,X,,,0,25,FY23/Q2,X,,,,,X,,,,,100,,X,,,,X,,,,,75,88,FY23/Q3,x,,,,,x,,,,,100,FY23/Q4,x,,,,,x,,,,,100,,X,,,,X,,,,,75,88,,,x,,,,M,,x,,,,"M,RS",50,,,X,,,,R,,X,,,,M,50,50,,,,X,,,Median ,,X,,,,Median ,25,,,,X,,,M,,X,,,,M,25,25,,X,,,,,,,X,,,X,,75,,X,,,,,,,X,,,,,75,75,,X,,,,,,X,,,,,,100,,x,,,,,,x,,,,,,100,100
25,6,FRE,41,R,32,,33,1,,6,District 6 - North Region,InVal-4,Beg FY22,,,1,0,,1,,50,25,FY22/Q1,,,1,0,,1,,50,25,FY22/Q2,1,,,100,,1,,50,75,FY22/Q3,X,,,,,X,,,,,100,X,,,,,X,,,,,100,100,FY22/Q4,X,,,,,,x,,,1,75,x,,,,,,x,,,,75,75,FY23/Q1,,X,,,,X,,,,,75,,,X,,,,,X,,,0,38,FY23/Q2,X,,,,,X,,,,,100,,X,,,,X,,,,,75,88,FY23/Q3,x,,,,,x,,,,,100,FY23/Q4,x,,,,,x,,,,,100,,X,,,,X,,,,,75,88,,,x,,,,"M,RS",x,,,,,,75,,X,,,,,,,X,,,,M,75,75,,,,X,,,Med and RS ,X,,,,,,50,,,,X,,,MR,X,,,,,,50,50,,X,,,,,,X,,,,,,100,,X,,,,,,X,,,,,,100,100,,X,,,,,,X,,,,,,100,,x,,,,,,x,,,,,,100,100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,4/10/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,6/20/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!
26,6,FRE,43,,0,,1,1,,6,District 6 - North Region,InVal-3,Beg FY22,,,1,0,1,,,100,50,FY22/Q1,,,1,0,1,,,100,50,FY22/Q2,1,,,100,1,,,100,100,FY22/Q3,X,,,,,X,,,,,100,,,,X,,,,,X,,#DIV/0!,#DIV/0!,FY22/Q4,X,,,,,X,,,,,100,x,,,,,x,,,,,100,100,FY23/Q1,,,,X,,,,,X,,#DIV/0!,X,,,,,X,,,,,100,#DIV/0!,FY23/Q2,,,,X,,,,,X,,#DIV/0!,,,,X,,,,,X,,#DIV/0!,#DIV/0!,FY23/Q3,X,,,,,X,,,,,100,FY23/Q4,,,,x,,,,,x,,#DIV/0!,X,,,,,X,,,,,100,#DIV/0!,10/11/2023,,,,x,,,,,,x,,,#DIV/0!,10/11/2023,,,,X,,,,,,X,,,#DIV/0!,#DIV/0!,1/10/2024,,,,x,,,,,,x,,,#DIV/0!,1/10/2024,,,,X,,,,,,X,,,#DIV/0!,#DIV/0!,,,,,X,,,,,,X,,,#DIV/0!,4/10/2024,,,,X,,,,,,X,,,#DIV/0!,#DIV/0!,,,,,X,,,,,,X,,,#DIV/0!,,,,,x,,,,,,x,,,#DIV/0!,#DIV/0!
27,6,FRE,43,,1,,2,1,,6,District 6 - North Region,InVal-3,Beg FY22,,,1,0,1,,,100,50,FY22/Q1,,,1,0,1,,,100,50,FY22/Q2,,1,,50,1,,,100,75,FY22/Q3,X,,,,,X,,,,,100,X,,,,,X,,,,,100,100,FY22/Q4,,,,CON,,,,,CON,,#DIV/0!,x,,,,,x,,,,,100,#DIV/0!,FY23/Q1,,,,X,,,,,X,,#DIV/0!,,,X,,,X,,,,,50,#DIV/0!,FY23/Q2,,,,X,,,,,X,,#DIV/0!,,,,X,,,,,X,,#DIV/0!,#DIV/0!,FY23/Q3,,,,X,,,,,X,,#DIV/0!,FY23/Q4,,,,x,,,,,x,,#DIV/0!,,,,X,,,,,X,,#DIV/0!,#DIV/0!,,,,,x,,,,,,x,,,#DIV/0!,,,,,X,,,,,,X,,,#DIV/0!,#DIV/0!,,,,,x,,,,,,x,,,#DIV/0!,,,,,X,,,,,,X,,,#DIV/0!,#DIV/0!,,,,,X,,,,,,X,,,#DIV/0!,,,,,X,,,,,,X,,,#DIV/0!,#DIV/0!,,,,,X,,,,,,X,,,#DIV/0!,,,,,x,,,,,,x,,,#DIV/0!,#DIV/0!
28,6,FRE,43,,2,,3,1,,6,District 6 - North Region,InVal-3,Beg FY22,,,1,0,,1,,50,25,FY22/Q1,,1,,50,1,,,100,75,FY22/Q2,,1,,50,1,,,100,75,FY22/Q3,X,,,,,X,,,,,100,X,,,,,X,,,,,100,100,FY22/Q4,X,,,,,,X,,,,75,x,,,,,x,,,,,100,88,FY23/Q1,X,,,,,X,,,,,100,,,X,,,X,,,,,50,75,FY23/Q2,X,,,,,X,,,,,100,X,,,,,X,,,,,100,100,FY23/Q3,X,,,,,X,,,,,100,FY23/Q4,x,,,,,x,,,,,100,X,,,,,X,,,,,100,100,,x,,,,,,x,,,,,,100,,X,,,,,,X,,,,,,100,100,,,,x,,,Right Shoulder ,x,,,,,,50,,,,X,,,R,X,,,,,,50,50,,X,,,,,,X,,,,,,100,,X,,,,,,X,,,,,,100,100,,X,,,,,,X,,,,,,100,,x,,,,,,x,,,,,,100,100
29,6,FRE,43,,3,,4,1,,6,District 6 - North Region,InVal-3,Beg FY22,,1,,50,1,,,100,75,FY22/Q1,1,,,100,1,,,100,100,FY22/Q2,1,,,100,1,,,100,100,FY22/Q3,X,,,,,X,,,,,100,X,,,,,X,,,,,100,100,FY22/Q4,X,,,,,X,,,,,100,x,,,,,x,,,,,100,100,FY23/Q1,X,,,,,X,,,,,100,X,,,,,X,,,,,100,100,FY23/Q2,X,,,,,X,,,,,100,X,,,,,X,,,,,100,100,FY23/Q3,X,,,,,X,,,,,100,FY23/Q4,x,,,,,x,,,,,100,X,,,,,X,,,,,100,100,,x,,,,,,x,,,,,,100,,X,,,,,,X,,,,,,100,100,,x,,,,,,x,,,,,,100,,X,,,,,,X,,,,,,100,100,,X,,,,,,X,,,,,,100,,X,,,,,,X,,,,,,100,100,,X,,,,,,X,,,,,,100,,x,,,,,,x,,,,,,100,100
30,6,FRE,43,,4,,5,1,,6,District 6 - North Region,InVal-3,Beg FY22,1,,,100,1,,,100,100,FY22/Q1,,1,,50,1,,,100,75,FY22/Q2,1,,,100,1,,,100,100,FY22/Q3,X,,,,,X,,,,,100,X,,,,,X,,,,,100,100,FY22/Q4,X,,,,,X,,,,,100,x,,,,,x,,,,,100,100,FY23/Q1,X,,,,,X,,,,,100,X,,,,,X,,,,,100,100,FY23/Q2,X,,,,,X,,,,,100,X,,,,,X,,,,,100,100,FY23/Q3,X,,,,,X,,,,,100,FY23/Q4,x,,,,,x,,,,,100,X,,,,,X,,,,,100,100,,x,,,,,,x,,,,,,100,,X,,,,,,X,,,,,,100,100,,x,,,,,,x,,,,,,100,,X,,,,,,X,,,,,,100,100,,X,,,,,,X,,,,,,100,,X,,,,,,X,,,,,,100,100,,X,,,,,,X,,,,,,100,,x,,,,,,x,,,,,,100,100
31,6,FRE,43,,5,,6,1,,6,District 6 - North Region,InVal-3,Beg FY22,1,,,100,1,,,100,100,FY22/Q1,1,,,100,1,,,100,100,FY22/Q2,1,,,100,1,,,100,100,FY22/Q3,X,,,,,X,,,,,100,X,,,,,X,,,,,100,100,FY22/Q4,X,,,,,X,,,,,100,x,,,,,x,,,,,100,100,FY23/Q1,X,,,,,X,,,,,100,X,,,,,X,,,,,100,100,FY23/Q2,X,,,,,X,,,,,100,X,,,,,X,,,,,100,100,FY23/Q3,X,,,,,X,,,,,100,FY23/Q4,x,,,,,x,,,,,100,X,,,,,X,,,,,100,100,,x,,,,,,x,,,,,,100,,X,,,,,,X,,,,,,100,100,,x,,,,,,x,,,,,,100,,X,,,,,,X,,,,,,100,100,,X,,,,,,X,,,,,,100,,X,,,,,,X,,,,,,100,100,,X,,,,,,X,,,,,,100,,x,,,,,,x,,,,,,100,100
