ID,DIST,CO,RTE,PF1,BEGPM,PF1,ENDPM,Length,MAINT_DIST,MAINT_RGN,DIST_RGN,BUDGET ZONE,FY/Q,Pass,Need 1,Need 2,District LOS Score,Pass,Need 1,Need 2,RA LOS Score,los_2022_start,FY/Q,Pass,Need 1,Need 2,District LOS Score,Pass,Need 1,Need 2,RA LOS Score,los_2022_q1,FY/Q,Pass,Need 1,Need 2,District LOS Score,Pass,Need 1,Need 2,RA LOS Score,los_2022_q2,FY/Q,"NB/EB
Pass","NB/EB
Need 1","NB/EB
Need 2","NB/EB
Construction","NB/EB
Encampments","SB/WB
Pass","SB/WB
Need 1","SB/WB
Need 2","SB/WB
Construction","SB/WB
Encampments",District LOS Score,"NB/EB
Pass","NB/EB
Need 1","NB/EB
Need 2","NB/EB
Construction","NB/EB
Encampments","SB/WB
Pass","SB/WB
Need 1","SB/WB
Need 2","SB/WB
Construction","SB/WB
Encampments",RA LOS Score,los_2022_q3,FY/Q,"NB/EB
Pass","NB/EB
Need 1","NB/EB
Need 2","NB/EB
Construction","NB/EB
Encampments","SB/WB
Pass","SB/WB
Need 1","SB/WB
Need 2","SB/WB
Construction","SB/WB
Encampments",District LOS Score,"NB/EB
Pass","NB/EB
Need 1","NB/EB
Need 2","NB/EB
Construction","NB/EB
Encampments","SB/WB
Pass","SB/WB
Need 1","SB/WB
Need 2","SB/WB
Construction","SB/WB
Encampments",RA LOS Score,los_2022_q4,FY/Q,"NB/EB
Pass","NB/EB
Need 1","NB/EB
Need 2","NB/EB
Construction","NB/EB
Encampments","SB/WB
Pass","SB/WB
Need 1","SB/WB
Need 2","SB/WB
Construction","SB/WB
Encampments",District LOS Score,"NB/EB
Pass","NB/EB
Need 1","NB/EB
Need 2","NB/EB
Construction","NB/EB
Encampments","SB/WB
Pass","SB/WB
Need 1","SB/WB
Need 2","SB/WB
Construction","SB/WB
Encampments",RA LOS Score,los_2023_q1,FY/Q,"NB/EB
Pass","NB/EB
Need 1","NB/EB
Need 2","NB/EB
Construction","NB/EB
Encampments","SB/WB
Pass","SB/WB
Need 1","SB/WB
Need 2","SB/WB
Construction","SB/WB
Encampments",District LOS Score,"NB/EB
Pass","NB/EB
Need 1","NB/EB
Need 2","NB/EB
Construction","NB/EB
Encampments","SB/WB
Pass","SB/WB
Need 1","SB/WB
Need 2","SB/WB
Construction","SB/WB
Encampments",RA LOS Score,los_2023_q2,FY/Q,"NB/EB
Pass","NB/EB
Need 1","NB/EB
Need 2","NB/EB
Construction","NB/EB
Encampments","SB/WB
Pass","SB/WB
Need 1","SB/WB
Need 2","SB/WB
Construction","SB/WB
Encampments",District LOS Score,"NB/EB
Pass","NB/EB
Need 1","NB/EB
Need 2","NB/EB
Construction","NB/EB
Encampments","SB/WB
Pass","SB/WB
Need 1","SB/WB
Need 2","SB/WB
Construction","SB/WB
Encampments",RA LOS Score,los_2023_q3,FY/Q,"NB/EB
Pass","NB/EB
Need 1","NB/EB
Need 2","NB/EB
Construction","NB/EB
Encampments","SB/WB
Pass","SB/WB
Need 1","SB/WB
Need 2","SB/WB
Construction","SB/WB
Encampments",District LOS Score,"NB/EB
Pass","NB/EB
Need 1","NB/EB
Need 2","NB/EB
Construction","NB/EB
Encampments","SB/WB
Pass","SB/WB
Need 1","SB/WB
Need 2","SB/WB
Construction","SB/WB
Encampments",RA LOS Score,los_2023_q4,Q1 FY2024-Date Evaluated ,"NB/EB
Pass","NB/EB
Need 1","NB/EB
Need 2","NB/EB
Construction","NB/EB
Encampments","NB/EB
Comments","SB/WB
Pass","SB/WB
Need 1","SB/WB
Need 2","SB/WB
Construction","SB/WB
Encampments","SB/WB
Comments", LOS Score,Q1 FY2024-Date Evaluated ,"NB/EB
Pass","NB/EB
Need 1","NB/EB
Need 2","NB/EB
Construction","NB/EB
Encampments","NB/EB
Comments","SB/WB
Pass","SB/WB
Need 1","SB/WB
Need 2","SB/WB
Construction","SB/WB
Encampments","SB/WB
Comments", LOS Score,los_2024_q1,Date Evaluated,"NB/EB
Pass","NB/EB
Need 1","NB/EB
Need 2","NB/EB
Construction","NB/EB
Encampments","NB/EB
Comments","SB/WB
Pass","SB/WB
Need 1","SB/WB
Need 2","SB/WB
Construction","SB/WB
Encampments","SB/WB
Comments", LOS Score,Date Evaluated,"NB/EB
Pass","NB/EB
Need 1","NB/EB
Need 2","NB/EB
Construction","NB/EB
Encampments","NB/EB
Comments","SB/WB
Pass","SB/WB
Need 1","SB/WB
Need 2","SB/WB
Construction","SB/WB
Encampments","SB/WB
Comments", LOS Score,los_2024_q2,FY24Q3 Date Evaluated,"NB/EB
Rating","NB/EB
Construction","NB/EB
Encampments","NB/EB
Litter Location","SB/WB
Rating","SB/WB
Construction","SB/WB
Encampments","SB/WB
Litter Location", LOS Score,FY24Q3 Date Evaluated,"NB/EB
Pass","NB/EB
Need 1","NB/EB
Need 2","NB/EB
Construction","NB/EB
Encampments","NB/EB
Comments","SB/WB
Pass","SB/WB
Need 1","SB/WB
Need 2","SB/WB
Construction","SB/WB
Encampments","SB/WB
Comments", LOS Score,los_2024_q3,FY24Q4 Date Evaluated,"NB/EB
Rating","NB/EB
Construction","NB/EB
Encampments","NB/EB
Litter Location","SB/WB
Rating","SB/WB
Construction","SB/WB
Encampments","SB/WB
Litter Location", LOS Score,FY24Q4 Date Evaluated,"NB/EB
Pass","NB/EB
Need 1","NB/EB
Need 2","NB/EB
Construction","NB/EB
Encampments","NB/EB
Comments","SB/WB
Pass","SB/WB
Need 1","SB/WB
Need 2","SB/WB
Construction","SB/WB
Encampments","SB/WB
Comments", LOS Score,los_2024_q4
11,3,COL,5,R,10,R,11,1,3,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-4,Beg FY22,,,1,0,,1,,50,25,FY22/Q1,1,,,100,,1,,50,75,FY22/Q2,1,,,100,,,1,0,50,FY22/Q3,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,FY22/Q4,1,,,,,1,,,,,100,x,,,,,x,,,,,100,100,FY23/Q1,1,,,,,1,,,,,100,,X,,,,x,,,,,75,88,FY23/Q2,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,FY23/Q3,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,FY23/Q4,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,10/9/2023,1,,,,,,1,,,,,,100,10/4/2023,X,,,,,,X,,,,,,100,100,1/16/2024,1,,,,,,1,,,,,,100,1/18/2024,X,,,,,,X,,,,,,100,100,4/9/2024,P,,,,P,,,,100,4/10/2024,X,,,,,,X,,,,,,100,100,6/11/2024,,,,,,,,,#VALUE!,6/12/2024,,X,,,,M,X,,,,,,75,75
12,3,COL,5,R,11,R,12,1,3,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-4,Beg FY22,,1,,50,,,1,0,25,FY22/Q1,1,,,100,1,,,100,100,FY22/Q2,1,,,100,1,,,100,100,FY22/Q3,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,FY22/Q4,1,,,,,1,,,,,100,x,,,,,x,,,,,100,100,FY23/Q1,1,,,,,1,,,,,100,x,,,,,x,,,,,100,100,FY23/Q2,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,FY23/Q3,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,FY23/Q4,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,10/9/2023,1,,,,,,,1,,,,,75,10/4/2023,X,,,,,,X,,,,,,100,88,1/16/2024,1,,,,,,,1,,,,RHS,75,1/18/2024,X,,,,,,X,,,,,,100,88,4/9/2024,P,,,,P,,,,100,4/10/2024,X,,,,,,X,,,,,,100,100,6/11/2024,,,,,,,,,#VALUE!,6/12/2024,,X,,,,M,,,X,,,S,25,25
13,3,COL,5,R,12,R,13,1,3,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-4,Beg FY22,,1,,50,,1,,50,50,FY22/Q1,1,,,100,,,1,0,50,FY22/Q2,1,,,100,,1,,50,75,FY22/Q3,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,FY22/Q4,1,,,,,1,,,,,100,x,,,,,x,,,,,100,100,FY23/Q1,,1,,,,1,,,,,75,x,,,,,x,,,,,100,88,FY23/Q2,1,,,,,1,,,,,100,X,,,,,,X,,,,75,88,FY23/Q3,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,FY23/Q4,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,10/9/2023,1,,,,,,,1,,,,,75,10/4/2023,X,,,,,,X,,,,,,100,88,1/16/2024,1,,,,,,1,,,,,,100,1/18/2024,X,,,,,,X,,,,,,100,100,4/9/2024,P,,,,P,,,,100,4/10/2024,,X,,,,M,X,,,,,,75,88,6/11/2024,,,,,,,,,#VALUE!,6/12/2024,X,,,,,,X,,,,,,100,100
14,3,COL,5,R,13,R,14,1,3,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-4,Beg FY22,,,1,0,1,,,100,50,FY22/Q1,1,,,100,1,,,100,100,FY22/Q2,1,,,100,1,,,100,100,FY22/Q3,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,FY22/Q4,1,,,,,1,,,,,100,x,,,,,x,,,,,100,100,FY23/Q1,1,,,,,1,,,,,100,x,,,,,x,,,,,100,100,FY23/Q2,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,FY23/Q3,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,FY23/Q4,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,10/9/2023,1,,,,,,1,,,,,,100,10/4/2023,X,,,,,,X,,,,,,100,100,1/16/2024,,1,,,,RHS,1,,,,,,75,1/18/2024,X,,,,,,X,,,,,,100,88,4/9/2024,P,,,,P,,,,100,4/10/2024,X,,,,,,X,,,,,,100,100,6/11/2024,,,,,,,,,#VALUE!,6/12/2024,X,,,,,,X,,,,,,100,100
15,3,COL,5,R,14,R,15,1,3,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-4,Beg FY22,,,1,0,1,,,100,50,FY22/Q1,1,,,100,,,1,0,50,FY22/Q2,1,,,100,1,,,100,100,FY22/Q3,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,FY22/Q4,1,,,,,1,,,,,100,x,,,,,x,,,,,100,100,FY23/Q1,1,,,,,1,,,,,100,x,,,,,x,,,,,100,100,FY23/Q2,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,FY23/Q3,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,FY23/Q4,1,,,,,,1,,,,75,X,,,,,X,,,,,100,88,10/9/2023,1,,,,,,1,,,,,,100,10/4/2023,X,,,,,,X,,,,,,100,100,1/16/2024,1,,,,,,1,,,,,,100,1/18/2024,X,,,,,,X,,,,,,100,100,4/9/2024,P,,,,P,,,,100,4/10/2024,,X,,,,S,X,,,,,,75,88,6/11/2024,,,,,,,,,#VALUE!,6/12/2024,,X,,,,M,X,,,,,,75,75
16,3,COL,5,R,15,R,16,1,3,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-4,Beg FY22,,,1,0,1,,,100,50,FY22/Q1,1,,,100,,1,,50,75,FY22/Q2,1,,,100,,1,,50,75,FY22/Q3,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,FY22/Q4,1,,,,,1,,,,,100,x,,,,,x,,,,,100,100,FY23/Q1,1,,,,,1,,,,,100,x,,,,,x,,,,,100,100,FY23/Q2,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,FY23/Q3,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,FY23/Q4,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,10/9/2023,1,,,,,,1,,,,,,100,10/4/2023,X,,,,,,X,,,,,,100,100,1/16/2024,1,,,,,CREW,1,,,,,,100,1/18/2024,X,,,,,,X,,,,,,100,100,4/9/2024,P,,,,P,,,,100,4/10/2024,X,,,,,,X,,,,,,100,100,6/11/2024,,,,,,,,,#VALUE!,6/12/2024,,X,,,,S,X,,,,,,75,75
17,3,COL,5,R,16,R,17,1,3,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-4,Beg FY22,,,1,0,,,1,0,0,FY22/Q1,,1,,50,,1,,50,50,FY22/Q2,1,,,100,1,,,100,100,FY22/Q3,,1,,,,1,,,,,75,X,,,,,X,,,,,100,88,FY22/Q4,1,,,,,1,,,,,100,x,,,,,x,,,,,100,100,FY23/Q1,1,,,,,1,,,,,100,x,,,,,x,,,,,100,100,FY23/Q2,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,FY23/Q3,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,FY23/Q4,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,10/9/2023,1,,,,,,1,,,,,,100,10/4/2023,X,,,,,,X,,,,,,100,100,1/16/2024,1,,,,,,1,,,,,,100,1/18/2024,X,,,,,,X,,,,,,100,100,4/9/2024,P,,,,P,,,,100,4/10/2024,X,,,,,,X,,,,,,100,100,6/11/2024,,,,,,,,,#VALUE!,6/12/2024,,X,,,,M,X,,,,,,75,75
18,3,COL,5,R,17,R,18,1,3,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-4,Beg FY22,,1,,50,,,1,0,25,FY22/Q1,1,,,100,,,1,0,50,FY22/Q2,1,,,100,1,,,100,100,FY22/Q3,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,FY22/Q4,1,,,,,1,,,,,100,x,,,,,x,,,,,100,100,FY23/Q1,1,,,,,1,,,,,100,x,,,,,x,,,,,100,100,FY23/Q2,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,FY23/Q3,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,FY23/Q4,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,10/9/2023,1,,,,,,1,,,,,,100,10/4/2023,X,,,,,,X,,,,,,100,100,1/16/2024,1,,,,,,1,,,,,,100,1/18/2024,X,,,,,,X,,,,,,100,100,4/9/2024,P,,,,P,,,,100,4/10/2024,X,,,,,,X,,,,,,100,100,6/11/2024,,,,,,,,,#VALUE!,6/12/2024,X,,,,,,,X,,,X,,75,75
19,3,COL,5,R,18,R,19,1,3,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-4,Beg FY22,,,1,0,1,,,100,50,FY22/Q1,1,,,100,,,1,0,50,FY22/Q2,1,,,100,,1,,50,75,FY22/Q3,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,FY22/Q4,1,,,,,1,,,,,100,x,,,,,x,,,,,100,100,FY23/Q1,1,,,,,1,,,,,100,x,,,,,x,,,,,100,100,FY23/Q2,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,FY23/Q3,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,FY23/Q4,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,10/9/2023,1,,,,,,,1,,,,,75,10/4/2023,X,,,,,,X,,,,,,100,88,1/16/2024,1,,,,,,1,,,,,,100,1/18/2024,X,,,,,,X,,,,,,100,100,4/9/2024,P,,,,P,,,,100,4/10/2024,X,,,,,,X,,,,,,100,100,6/11/2024,,,,,,,,,#VALUE!,6/12/2024,X,,,,,,X,,,,,,100,100
20,3,COL,5,R,19,R,20,1,3,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-4,Beg FY22,,1,,50,1,,,100,75,FY22/Q1,1,,,100,,,1,0,50,FY22/Q2,1,,,100,1,,,100,100,FY22/Q3,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,FY22/Q4,1,,,,,1,,,,,100,x,,,,,x,,,,,100,100,FY23/Q1,1,,,,,1,,,,,100,x,,,,,x,,,,,100,100,FY23/Q2,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,FY23/Q3,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,FY23/Q4,1,,,,,1,,,,,100,X,,,,,,X,,,,75,88,10/9/2023,1,,,,,,1,,,,,,100,10/4/2023,X,,,,,,X,,,,,,100,100,1/16/2024,1,,,,,,1,,,,,,100,1/18/2024,X,,,,,,X,,,,,,100,100,4/9/2024,P,,,,P,,,,100,4/10/2024,X,,,,,,X,,,,,,100,100,6/11/2024,,,,,,,,,#VALUE!,6/12/2024,X,,,,,,X,,,,,,100,100
21,3,COL,5,R,20,R,21,1,3,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-4,Beg FY22,,,1,0,1,,,100,50,FY22/Q1,,1,,50,1,,,100,75,FY22/Q2,1,,,100,1,,,100,100,FY22/Q3,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,FY22/Q4,1,,,,,1,,,,,100,x,,,,,x,,,,,100,100,FY23/Q1,1,,,,,1,,,,,100,x,,,,,x,,,,,100,100,FY23/Q2,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,FY23/Q3,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,FY23/Q4,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,10/9/2023,1,,,,,,1,,,,,,100,10/4/2023,X,,,,,,X,,,,,,100,100,1/16/2024,1,,,,,,1,,,,,,100,1/18/2024,X,,,,,,X,,,,,,100,100,4/9/2024,P,,,,P,,,,100,4/10/2024,X,,,,,,X,,,,,,100,100,6/11/2024,,,,,,,,,#VALUE!,6/12/2024,X,,,,,,,X,,,,M,75,75
22,3,COL,5,R,21,R,22,1,3,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-4,Beg FY22,,,1,0,1,,,100,50,FY22/Q1,1,,,100,,,1,0,50,FY22/Q2,1,,,100,1,,,100,100,FY22/Q3,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,FY22/Q4,1,,,,,1,,,,,100,x,,,,,x,,,,,100,100,FY23/Q1,1,,,,,1,,,,,100,x,,,,,x,,,,,100,100,FY23/Q2,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,FY23/Q3,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,FY23/Q4,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,10/9/2023,1,,,,,,1,,,,,,100,10/4/2023,X,,,,,,X,,,,,,100,100,1/16/2024,1,,,,,,1,,,,,,100,1/18/2024,X,,,,,,X,,,,,,100,100,4/9/2024,P,,,,P,,,,100,4/10/2024,X,,,,,,X,,,,,,100,100,6/11/2024,,,,,,,,,#VALUE!,6/12/2024,X,,,,,,X,,,,,,100,100
23,3,COL,5,R,22,R,23,1,3,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-4,Beg FY22,,,1,0,1,,,100,50,FY22/Q1,,1,,50,,,1,0,25,FY22/Q2,1,,,100,1,,,100,100,FY22/Q3,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,FY22/Q4,1,,,,,1,,,,,100,x,,,,,x,,,,,100,100,FY23/Q1,1,,,,,1,,,,,100,x,,,,,x,,,,,100,100,FY23/Q2,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,FY23/Q3,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,FY23/Q4,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,10/9/2023,1,,,,,,1,,,,,,100,10/4/2023,X,,,,,,X,,,,,,100,100,1/16/2024,1,,,,,,1,,,,,,100,1/18/2024,X,,,,,,X,,,,,,100,100,4/9/2024,P,,,,P,,,,100,4/10/2024,X,,,,,,X,,,,,,100,100,6/11/2024,,,,,,,,,#VALUE!,6/12/2024,,X,,,,M,X,,,,,,75,75
24,3,COL,5,R,23,R,24,1,3,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-4,Beg FY22,,1,,50,,1,,50,50,FY22/Q1,1,,,100,1,,,100,100,FY22/Q2,1,,,100,1,,,100,100,FY22/Q3,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,FY22/Q4,1,,,,,1,,,,,100,x,,,,,x,,,,,100,100,FY23/Q1,1,,,,,1,,,,,100,x,,,,,x,,,,,100,100,FY23/Q2,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,FY23/Q3,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,FY23/Q4,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,10/9/2023,1,,,,,,,1,,,,,75,10/4/2023,X,,,,,,X,,,,,,100,88,1/16/2024,1,,,,,,1,,,,,,100,1/18/2024,X,,,,,,X,,,,,,100,100,4/9/2024,P,,,,N1,,,S,75,4/10/2024,,X,,,,M,,X,,,,S,50,63,6/11/2024,,,,,,,,,#VALUE!,6/12/2024,X,,,,,,X,,,,,,100,100
25,3,COL,5,R,24,R,25,1,3,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-4,Beg FY22,,,1,0,,1,,50,25,FY22/Q1,1,,,100,,,1,0,50,FY22/Q2,1,,,100,1,,,100,100,FY22/Q3,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,FY22/Q4,1,,,,,1,,,,,100,x,,,,,x,,,,,100,100,FY23/Q1,1,,,,,1,,,,,100,x,,,,,,X,,,,75,88,FY23/Q2,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,FY23/Q3,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,FY23/Q4,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,10/9/2023,1,,,,,,1,,,,,,100,10/4/2023,X,,,,,,,X,,,,RS,75,88,1/16/2024,1,,,,,,1,,,,,,100,1/18/2024,X,,,,,,X,,,,,,100,100,4/9/2024,P,,,,P,,,,100,4/10/2024,X,,,,,,X,,,,,,100,100,6/11/2024,,,,,,,,,#VALUE!,6/12/2024,X,,,,,,X,,,,,,100,100
26,3,COL,5,R,25,R,26,1,3,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-4,Beg FY22,,,1,0,,1,,50,25,FY22/Q1,1,,,100,,,1,0,50,FY22/Q2,1,,,100,1,,,100,100,FY22/Q3,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,FY22/Q4,1,,,,,1,,,,,100,x,,,,,x,,,,,100,100,FY23/Q1,1,,,,,1,,,,,100,x,,,,,x,,,,,100,100,FY23/Q2,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,FY23/Q3,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,FY23/Q4,1,,,,,1,,,,,100,X,,,,,,X,,,,75,88,10/9/2023,1,,,,,,1,,,,,,100,10/4/2023,X,,,,,,X,,,,,,100,100,1/16/2024,1,,,,,,1,,,,,,100,1/18/2024,X,,,,,,X,,,,,,100,100,4/9/2024,P,,,,P,,,,100,4/10/2024,,X,,,,M,X,,,,,,75,88,6/11/2024,,,,,,,,,#VALUE!,6/12/2024,X,,,,,,X,,,,,,100,100
27,3,COL,5,R,26,R,27,1,3,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-4,Beg FY22,,,1,0,1,,,100,50,FY22/Q1,,1,,50,,,1,0,25,FY22/Q2,1,,,100,,,1,0,50,FY22/Q3,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,FY22/Q4,1,,,,,1,,,,,100,x,,,,,x,,,,,100,100,FY23/Q1,1,,,,,1,,,,,100,x,,,,,x,,,,,100,100,FY23/Q2,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,FY23/Q3,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,FY23/Q4,1,,,,,1,,,,,100,X,,,,,,X,,,,75,88,10/9/2023,1,,,,,,1,,,,,,100,10/4/2023,X,,,,,,X,,,,,,100,100,1/16/2024,1,,,,,,1,,,,,,100,1/18/2024,X,,,,,,X,,,,,,100,100,4/9/2024,P,,,,P,,,,100,4/10/2024,X,,,,,,,X,,,,S,75,88,6/11/2024,,,,,,,,,#VALUE!,6/12/2024,X,,,,,,,X,,,,M,75,75
28,3,COL,5,R,27,R,28,1,3,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-4,Beg FY22,,1,,50,1,,,100,75,FY22/Q1,,1,,50,,,1,0,25,FY22/Q2,1,,,100,1,,,100,100,FY22/Q3,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,FY22/Q4,1,,,,,1,,,,,100,x,,,,,x,,,,,100,100,FY23/Q1,1,,,,,1,,,,,100,x,,,,,x,,,,,100,100,FY23/Q2,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,FY23/Q3,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,FY23/Q4,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,10/9/2023,1,,,,,,1,,,,,,100,10/4/2023,X,,,,,,X,,,,,,100,100,1/16/2024,1,,,,,,1,,,,,,100,1/18/2024,X,,,,,,X,,,,,,100,100,4/9/2024,P,,,,P,,,,100,4/10/2024,X,,,,,,X,,,,,,100,100,6/11/2024,,,,,,,,,#VALUE!,6/12/2024,X,,,,,,X,,,,,,100,100
29,3,COL,5,R,28,R,29,1,3,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-4,Beg FY22,,,1,0,1,,,100,50,FY22/Q1,,1,,50,,1,,50,50,FY22/Q2,1,,,100,1,,,100,100,FY22/Q3,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,FY22/Q4,1,,,,,1,,,,,100,x,,,,,x,,,,,100,100,FY23/Q1,1,,,,,1,,,,,100,x,,,,,x,,,,,100,100,FY23/Q2,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,FY23/Q3,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,FY23/Q4,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,10/9/2023,1,,,,,,1,,,,,,100,10/4/2023,X,,,,,,X,,,,,,100,100,1/16/2024,1,,,,,,1,,,,,,100,1/18/2024,X,,,,,,X,,,,,,100,100,4/9/2024,P,,,,P,,,,100,4/10/2024,X,,,,,,X,,,,,,100,100,6/11/2024,,,,,,,,,#VALUE!,6/12/2024,,,X,,,S,X,,,,,,50,50
30,3,COL,5,R,29,R,30,1,3,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-4,Beg FY22,,,1,0,1,,,100,50,FY22/Q1,1,,,100,,,1,0,50,FY22/Q2,1,,,100,1,,,100,100,FY22/Q3,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,FY22/Q4,1,,,,,1,,,,,100,x,,,,,x,,,,,100,100,FY23/Q1,1,,,,,1,,,,,100,x,,,,,x,,,,,100,100,FY23/Q2,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,FY23/Q3,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,FY23/Q4,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,10/9/2023,1,,,,,,1,,,,,,100,10/4/2023,X,,,,,,X,,,,,,100,100,1/16/2024,1,,,,,,1,,,,,,100,1/18/2024,X,,,,,,X,,,,,,100,100,4/9/2024,P,,,,P,,,,100,4/10/2024,,,X,,,M,X,,,,,,50,75,6/11/2024,,,,,,,,,#VALUE!,6/12/2024,,,X,,,"S,M",X,,,,,M,50,50
