ID,DIST,CO,RTE,PFX,BEGPM,PFX.1,ENDPM,Length,HG,MAINT_DIST,DIST_RGN,BUDGET ZONE,FY/Q,Pass,Need 1,Need 2,District LOS Score,Pass.1,Need 1.1,Need 2.1,RA LOS Score,los_2022_start,FY/Q.1,Pass.2,Need 1.2,Need 2.2,District LOS Score.1,Pass.3,Need 1.3,Need 2.3,RA LOS Score.1,los_2022_q1,FY/Q.2,Pass.4,Need 1.4,Need 2.4,District LOS Score.2,Pass.5,Need 1.5,Need 2.5,RA LOS Score.2,los_2022_q2,FY/Q.3,"NB/EB
Pass","NB/EB
Need 1","NB/EB
Need 2","NB/EB
Construction","NB/EB
Encampments","SB/WB
Pass","SB/WB
Need 1","SB/WB
Need 2","SB/WB
Construction","SB/WB
Encampments",District LOS Score.3,"NB/EB
Pass.1","NB/EB
Need 1.1","NB/EB
Need 2.1","NB/EB
Construction.1","NB/EB
Encampments.1","SB/WB
Pass.1","SB/WB
Need 1.1","SB/WB
Need 2.1","SB/WB
Construction.1","SB/WB
Encampments.1",RA LOS Score.3,los_2022_q3,FY/Q.4,"NB/EB
Pass.2","NB/EB
Need 1.2","NB/EB
Need 2.2","NB/EB
Construction.2","NB/EB
Encampments.2","SB/WB
Pass.2","SB/WB
Need 1.2","SB/WB
Need 2.2","SB/WB
Construction.2","SB/WB
Encampments.2",District LOS Score.4,"NB/EB
Pass.3","NB/EB
Need 1.3","NB/EB
Need 2.3","NB/EB
Construction.3","NB/EB
Encampments.3","SB/WB
Pass.3","SB/WB
Need 1.3","SB/WB
Need 2.3","SB/WB
Construction.3","SB/WB
Encampments.3",RA LOS Score.4,los_2022_q4,FY/Q.5,"NB/EB
Pass.4","NB/EB
Need 1.4","NB/EB
Need 2.4","NB/EB
Construction.4","NB/EB
Encampments.4","SB/WB
Pass.4","SB/WB
Need 1.4","SB/WB
Need 2.4","SB/WB
Construction.4","SB/WB
Encampments.4",District LOS Score.5,"NB/EB
Pass.5","NB/EB
Need 1.5","NB/EB
Need 2.5","NB/EB
Construction.5","NB/EB
Encampments.5","SB/WB
Pass.5","SB/WB
Need 1.5","SB/WB
Need 2.5","SB/WB
Construction.5","SB/WB
Encampments.5",RA LOS Score.5,los_2023_q1,FY/Q.6,"NB/EB
Pass.6","NB/EB
Need 1.6","NB/EB
Need 2.6","NB/EB
Construction.6","NB/EB
Encampments.6","SB/WB
Pass.6","SB/WB
Need 1.6","SB/WB
Need 2.6","SB/WB
Construction.6","SB/WB
Encampments.6",District LOS Score.6,"NB/EB
Pass.7","NB/EB
Need 1.7","NB/EB
Need 2.7","NB/EB
Construction.7","NB/EB
Encampments.7","SB/WB
Pass.7","SB/WB
Need 1.7","SB/WB
Need 2.7","SB/WB
Construction.7","SB/WB
Encampments.7",RA LOS Score.6,los_2023_q2,FY/Q.7,"NB/EB
Pass.8","NB/EB
Need 1.8","NB/EB
Need 2.8","NB/EB
Construction.8","NB/EB
Encampments.8","SB/WB
Pass.8","SB/WB
Need 1.8","SB/WB
Need 2.8","SB/WB
Construction.8","SB/WB
Encampments.8",los_2023_q3,FY/Q.8,"NB/EB
Pass.9","NB/EB
Need 1.9","NB/EB
Need 2.9","NB/EB
Construction.9","NB/EB
Encampments.9","SB/WB
Pass.9","SB/WB
Need 1.9","SB/WB
Need 2.9","SB/WB
Construction.9","SB/WB
Encampments.9",District LOS Score.7,"NB/EB
Pass.10","NB/EB
Need 1.10","NB/EB
Need 2.10","NB/EB
Construction.10","NB/EB
Encampments.10","SB/WB
Pass.10","SB/WB
Need 1.10","SB/WB
Need 2.10","SB/WB
Construction.10","SB/WB
Encampments.10",RA LOS Score.7,los_2023_q4,Q1 FY2024-Date Evaluated ,"NB/EB
Pass.11","NB/EB
Need 1.11","NB/EB
Need 2.11","NB/EB
Construction.11","NB/EB
Encampments.11","NB/EB
Comments","SB/WB
Pass.11","SB/WB
Need 1.11","SB/WB
Need 2.11","SB/WB
Construction.11","SB/WB
Encampments.11","SB/WB
Comments", LOS Score,Q1 FY2024-Date Evaluated .1,"NB/EB
Pass.12","NB/EB
Need 1.12","NB/EB
Need 2.12","NB/EB
Construction.12","NB/EB
Encampments.12","NB/EB
Comments.1","SB/WB
Pass.12","SB/WB
Need 1.12","SB/WB
Need 2.12","SB/WB
Construction.12","SB/WB
Encampments.12","SB/WB
Comments.1", LOS Score.1,los_2024_q1,Date Evaluated ,"NB/EB
Pass.13","NB/EB
Need 1.13","NB/EB
Need 2.13","NB/EB
Construction.13","NB/EB
Encampments.13","NB/EB
Comments.2","SB/WB
Pass.13","SB/WB
Need 1.13","SB/WB
Need 2.13","SB/WB
Construction.13","SB/WB
Encampments.13","SB/WB
Comments.2", LOS Score.2,Date Evaluated .1,"NB/EB
Pass.14","NB/EB
Need 1.14","NB/EB
Need 2.14","NB/EB
Construction.14","NB/EB
Encampments.14","NB/EB
Comments.3","SB/WB
Pass.14","SB/WB
Need 1.14","SB/WB
Need 2.14","SB/WB
Construction.14","SB/WB
Encampments.14","SB/WB
Comments.3", LOS Score.3,los_2024_q2,FY24Q3 Date Evaluated,"NB/EB
Pass.15","NB/EB
Need 1.15","NB/EB
Need 2.15","NB/EB
Construction.15","NB/EB
Encampments.15","NB/EB
Comments.4","SB/WB
Pass.15","SB/WB
Need 1.15","SB/WB
Need 2.15","SB/WB
Construction.15","SB/WB
Encampments.15","SB/WB
Comments.4", LOS Score.4,FY24Q3 Date Evaluated.1,"NB/EB
Pass.16","NB/EB
Need 1.16","NB/EB
Need 2.16","NB/EB
Construction.16","NB/EB
Encampments.16","NB/EB
Comments.5","SB/WB
Pass.16","SB/WB
Need 1.16","SB/WB
Need 2.16","SB/WB
Construction.16","SB/WB
Encampments.16","SB/WB
Comments.5", LOS Score.5,los_2024_q3,FY24Q4 Date Evaluated,"NB/EB
Pass.17","NB/EB
Need 1.17","NB/EB
Need 2.17","NB/EB
Construction.17","NB/EB
Encampments.17","NB/EB
Comments.6","SB/WB
Pass.17","SB/WB
Need 1.17","SB/WB
Need 2.17","SB/WB
Construction.17","SB/WB
Encampments.17","SB/WB
Comments.6", LOS Score.6,FY24Q4 Date Evaluated.1,"NB/EB
Pass.18","NB/EB
Need 1.18","NB/EB
Need 2.18","NB/EB
Construction.18","NB/EB
Encampments.18","NB/EB
Comments.7","SB/WB
Pass.18","SB/WB
Need 1.18","SB/WB
Need 2.18","SB/WB
Construction.18","SB/WB
Encampments.18","SB/WB
Comments.7", LOS Score.7,los_2024_q4
48.0,6.0,FRE,99.0,,13.0,,14.0,1.0,,6.0,District 6 - North Region,InVal-4,Beg FY22,,,1.0,0.0,,,1,0.0,0.0,FY22/Q1,,,1,0.0,,,1,0.0,0.0,FY22/Q2,,1.0,,50.0,,1.0,,50.0,50.0,FY22/Q3,,X,,,,X,,,,,75,X,,,,,,X,,,,75,75,FY22/Q4,,,X,,,,X,,,,25,,x,,,,,,x,,,25,25,FY23/Q1,,,X,,,,,X,,,0,,,X,,,,,X,,,0,0,FY23/Q2,,,X,,,,X,,,,25,,,X,,,,X,,,,25,25,FY23/Q3,,x,,,,x,,,,,75,FY23/Q4,x,,,,,x,,,,,100,X,,,,,X,,,,,100,100,,,,x,,,"M,RS",,,x,,,RS,0,,,,X,,,R,,X,,,,M,25,13,,,X,,,,,,,X,,,,25,,,,X,,,R,,,X,,,M,0,13,,X,,,,,,X,,,,,,100,,X,,,,,,X,,,,,,100,100,,X,,,,,,X,,,,,,100,,x,,,,,,x,,,,,,100,100
49.0,6.0,FRE,99.0,,14.0,,15.0,1.0,,6.0,District 6 - North Region,InVal-4,Beg FY22,,,1.0,0.0,,,1,0.0,0.0,FY22/Q1,,,1,0.0,,,1,0.0,0.0,FY22/Q2,,1.0,,50.0,,1.0,,50.0,50.0,FY22/Q3,X,,,,,X,,,,,100,,X,,,,X,,,,,75,88,FY22/Q4,,,X,,,,X,,,,25,,x,,,,,,x,,,25,25,FY23/Q1,,,X,,,,,X,,,0,,,X,,,,,X,,,0,0,FY23/Q2,,,X,,,X,,,,,50,,,X,,,,X,,,,25,38,FY23/Q3,,x,,,,,x,,,,50,FY23/Q4,x,,,,,x,,,,,100,X,,,,,X,,,,,100,100,,,,x,,,"M,RS",,,x,,,RS,0,,,,X,,,R,,,X,,,R,0,0,,,X,,,,,,,X,,,,25,,,,X,,,R,,,X,,,M,0,13,,X,,,,,,X,,,,,,100,,X,,,,,,X,,,,,,100,100,,X,,,,,,X,,,,,,100,,x,,,,,,x,,,,,,100,100
50.0,6.0,FRE,99.0,,15.0,,16.0,1.0,,6.0,District 6 - North Region,InVal-4,Beg FY22,,,1.0,0.0,,,1,0.0,0.0,FY22/Q1,,,1,0.0,,,1,0.0,0.0,FY22/Q2,1.0,,,100.0,,1.0,,50.0,75.0,FY22/Q3,X,,,,,X,,,,,100,,,X,,,X,,,,,50,75,FY22/Q4,,,X,,,,X,,,,25,,x,,,,,x,,,,50,38,FY23/Q1,,,X,,,,,X,,,0,,,X,,,,,X,,,0,0,FY23/Q2,,X,,,,X,,,,,75,,X,,,,X,,,,,75,75,FY23/Q3,,x,,,,x,,,,,75,FY23/Q4,x,,,,,x,,,,,100,X,,,,,,X,,,,75,88,,,,x,,,"M,RS",,,x,,,RS,0,,,,X,,,RAMP,,,X,,,R,0,0,,,X,,,,,,,X,,,,25,,,,X,,,R,,,X,,,M,0,13,,X,,,,,,X,,,,,,100,,X,,,,,,X,,,,,,100,100,,X,,,,,,X,,,,,,100,,x,,,,,,x,,,,,,100,100
51.0,6.0,FRE,99.0,,16.0,,17.0,1.0,,6.0,District 6 - North Region,InVal-4,Beg FY22,,,1.0,0.0,,,1,0.0,0.0,FY22/Q1,,,1,0.0,,,1,0.0,0.0,FY22/Q2,,1.0,,50.0,,1.0,,50.0,50.0,FY22/Q3,,,,X,,,,,X,,#DIV/0!,,,,X,,,,,X,,#DIV/0!,#DIV/0!,FY22/Q4,,,,CON,,,,,CON,,#DIV/0!,,,,x,,,,,x,,#DIV/0!,#DIV/0!,FY23/Q1,,,,X,,,,,X,,#DIV/0!,,,X,,,,,X,,,0,#DIV/0!,FY23/Q2,,,X,,,X,,,,,50,,,X,,,X,,,,,50,50,FY23/Q3,,x,,,,,x,,,,50,FY23/Q4,x,,,,,,x,,,,75,X,,,,,,X,,,,75,75,,,,x,,,"M,RS",,,x,,,"M,RS",0,,,,X,,,MR,,,X,,,RM,0,0,,,X,,,,,,,X,,,,25,,,,X,,,R,,,X,,,M,0,13,,X,,,,,,,X,,,,,75,,X,,,,,,X,,,,,,100,88,,X,,,,,,X,,,,,,100,,x,,,,,,x,,,,,,100,100
52.0,6.0,FRE,99.0,,17.0,,18.0,1.0,,6.0,District 6 - North Region,InVal-4,Beg FY22,,,1.0,0.0,,,1,0.0,0.0,FY22/Q1,,,1,0.0,,,1,0.0,0.0,FY22/Q2,,,1,0.0,,,1,0.0,0.0,FY22/Q3,,,,X,,,,,X,,#DIV/0!,,,,X,,,,,X,,#DIV/0!,#DIV/0!,FY22/Q4,,,X,,,,,X,,,0,,,x,,,,,x,,,0,0,FY23/Q1,,,,X,,,,,X,,#DIV/0!,,,X,,,,,X,,,0,#DIV/0!,FY23/Q2,,,X,,,,X,,,,25,,,X,,,,X,,,,25,25,FY23/Q3,,,x,,,,x,,,,25,FY23/Q4,,x,,,,,,x,,,25,,,X,,,,,X,,,0,13,,,,x,,,"M,RS",,,x,,,"M,RS",0,,,,X,,,MR,,,X,,,RM,0,0,,,X,,,,,,,X,,,,25,,,X,,,,R,,,X,,,R,25,25,,,,X,,,MD-RS,,X,,,,,25,,,,X,,,MR,,X,,,,M,25,25,,X,,,,,,X,,,,,,100,,,x,,,,m,x,,,,,,75,88
53.0,6.0,FRE,99.0,,18.0,,19.0,1.0,,6.0,District 6 - North Region,InVal-4,Beg FY22,,,1.0,0.0,,,1,0.0,0.0,FY22/Q1,,,1,0.0,,,1,0.0,0.0,FY22/Q2,,1.0,,50.0,,1.0,,50.0,50.0,FY22/Q3,,,X,,PM 18.5,X,,,,,50,,X,,,X,,X,,,,50,50,FY22/Q4,,,X,,1.0,,X,,,,25,,,x,,,,x,,,,25,25,FY23/Q1,,,X,,X,,,X,,,0,,,X,,,,,X,,,0,0,FY23/Q2,,X,,,,X,,,,,75,,X,,,,X,,,,,75,75,FY23/Q3,,x,,,,,x,,,,50,FY23/Q4,x,,,,,x,,,,,100,,X,,,,X,,,,,75,88,,,,x,,,"M,RS",x,,,,,,50,,,,X,,,MR,,,X,,,RM,0,25,,,X,,,,,,,X,,,,25,,,X,,,,R,,X,,,,R,50,38,,X,,,,,,,X,,,,,75,,X,,,,,,,X,,,,M,75,75,,X,,,,,,X,,,,,,100,,x,,,,,,x,,,,,,100,100
54.0,6.0,FRE,99.0,,19.0,,20.0,1.0,,6.0,District 6 - North Region,InVal-4,Beg FY22,,,1.0,0.0,,,1,0.0,0.0,FY22/Q1,,,1,0.0,,1.0,,50.0,25.0,FY22/Q2,,1.0,,50.0,,1.0,,50.0,50.0,FY22/Q3,,X,,,PM 19.6,X,,,,,75,,X,,,,,X,,,,50,63,FY22/Q4,,,X,,1.0,,,X,,,0,,,x,,,,x,,,,25,13,FY23/Q1,,,X,,X,X,,,,,50,,,X,,,,,X,,,0,25,FY23/Q2,,X,,,X,X,,,,,75,,X,,,X,X,,,,,75,75,FY23/Q3,,x,,,,,,,,,50,FY23/Q4,x,,,,,x,,,,,100,,X,,,,X,,,,,75,88,,,,x,,,"M,RS",,x,,,,,25,,,,X,,X,R & RAMP,,,X,,,MR,0,13,,X,,,,,,,X,,,,,75,,,X,,,,R,,X,,,,R,50,63,,,X,,,X,,X,,,,,,75,,,X,,,1.0,MR,X,,,,,,75,75,,,X,,,1,S-RAMP,,X,,,1.0,S,50,,,x,,,,s,,x,,,1.0,s,50,50
55.0,6.0,FRE,99.0,,20.0,,21.0,1.0,,6.0,District 6 - North Region,InVal-4,Beg FY22,,,1.0,0.0,,,1,0.0,0.0,FY22/Q1,,,1,0.0,,1.0,,50.0,25.0,FY22/Q2,,1.0,,50.0,,1.0,,50.0,50.0,FY22/Q3,X,,,,,X,,,,,100,,,X,,X,,X,,,,25,63,FY22/Q4,,,X,,,,X,,,,25,,,x,,,,,x,,,0,13,FY23/Q1,,,X,,,,,X,,X,0,,,X,,,,,X,,,0,0,FY23/Q2,,X,,,X,,X,,,X,50,,X,,,X,,X,,,X,50,50,FY23/Q3,,x,,,,,,,,,50,FY23/Q4,,x,,,,x,,,,,75,,X,,,X,,X,,,X,50,63,,,,x,,,"M,RS",,x,,,x,,25,,,,X,,,R & RAMP,,,X,,,MR,0,13,,,,X,,X,Right Shoulder ,,X,,,,,25,,,,,X,1.0,R,,X,,,1.0,R,50,38,,,,X,,X,2 CAMPS,,X,,,,,25,,,,X,,3.0,MR,,X,,,1.0,RS,25,25,,,,X,,4,S,,,X,,2.0,S,0,,,,x,,,s,,,x,,2.0,s,0,0
56.0,6.0,FRE,99.0,,21.0,,22.0,1.0,,6.0,District 6 - North Region,InVal-4,Beg FY22,,,1.0,0.0,,,1,0.0,0.0,FY22/Q1,,,1,0.0,,1.0,,50.0,25.0,FY22/Q2,1.0,,,100.0,,1.0,,50.0,75.0,FY22/Q3,X,,,,,X,,,,,100,X,,,,,,X,,,,75,88,FY22/Q4,,X,,,,,,X,,,25,,x,,,,,,x,,,25,25,FY23/Q1,X,,,,,,X,,,,75,,,X,,,,,X,,,0,38,FY23/Q2,,X,,,,X,,,,,75,,X,,,,X,,,,,75,75,FY23/Q3,,,x,,,,,,,,0,FY23/Q4,x,,,,,x,,,,,100,,X,,,X,,X,,,X,50,75,,,,x,,,"M,RS",,x,,,x,,25,,,,X,,,,,X,,,,M,25,25,,,,X,,,,,,X,,X,camp,0,,,,,X,,R,,X,,,,R,50,25,,,X,,,X,1 CAMP,X,,,,,,75,,,X,,,1.0,MR,X,,,,,,75,75,,,,X,,2,S,,,X,,4.0,S,0,,,,x,,,s,,,x,,4.0,s,0,0
57.0,6.0,FRE,99.0,,22.0,,23.0,1.0,,6.0,District 6 - North Region,InVal-4,Beg FY22,,,1.0,0.0,,,1,0.0,0.0,FY22/Q1,,,1,0.0,,1.0,,50.0,25.0,FY22/Q2,1.0,,,100.0,,1.0,,50.0,75.0,FY22/Q3,X,,,,,X,,,,,100,X,,,,,,X,,,,75,88,FY22/Q4,,,X,,,,,X,,,0,,,x,,,,,x,,,0,0,FY23/Q1,,X,,,,,X,,,,50,,,X,,,,,X,,,0,25,FY23/Q2,,X,,,X,,X,,,,50,,X,,,X,X,,,,,75,63,FY23/Q3,,,x,,,,,,,,0,FY23/Q4,x,,,,,x,,,,,100,,X,,,X,,X,,,X,50,75,,,x,,,,"M,RS",,x,,,,,50,,,X,,,,,,X,,,,M,50,50,,X,,,,,,,X,,,,,75,,,,,X,2.0,R,,X,,,,R,50,63,,,,X,,X,2 CAMPS ,X,,,,,,50,,,,X,,2.0,MR,X,,,,,,50,50,,,,X,,2,S,,,X,,2.0,S,0,,,,x,,,s,,,x,,1.0,s,0,0
58.0,6.0,FRE,99.0,,23.0,,24.0,1.0,,6.0,District 6 - North Region,InVal-4,Beg FY22,,,1.0,0.0,,,1,0.0,0.0,FY22/Q1,,,1,0.0,,1.0,,50.0,25.0,FY22/Q2,,1.0,,50.0,,1.0,,50.0,50.0,FY22/Q3,,X,,,PM 23.30,X,,,,,75,,X,,,,X,,,,,75,75,FY22/Q4,,,X,,,,,X,,1.0,0,,,x,,,,,x,,,0,0,FY23/Q1,,,X,,,,,X,,,0,,,X,,,X,,,,,50,25,FY23/Q2,,X,,,,,X,,,,50,X,,,,,,X,,,,75,63,FY23/Q3,,,x,,,,x,,,,25,FY23/Q4,x,,,,,x,,,,,100,,X,,,X,X,,,,,75,88,,,x,,,,"M,RS",x,,,,,,75,,,X,,,,,,X,,,,R,50,63,,x,,,,,,,X,,,,,75,,,,,X,,MR,,,X,,,R,0,38,,,,X,,X,2 CAMPS ,X,,,,,,50,,,,X,,2.0,MR,X,,,,,,50,50,,,X,,,,S,,,X,,,S,25,,,x,,,,s,,,x,,,sm,25,25
59.0,6.0,FRE,99.0,,24.0,,25.0,1.0,,6.0,District 6 - North Region,InVal-4,Beg FY22,,,1.0,0.0,,,1,0.0,0.0,FY22/Q1,,,1,0.0,,1.0,,50.0,25.0,FY22/Q2,,1.0,,50.0,,1.0,,50.0,50.0,FY22/Q3,X,,,,,X,,,,,100,,X,,,,X,,,,,75,88,FY22/Q4,,X,,,,,,X,,,25,,x,,,,,x,,,,50,38,FY23/Q1,,X,,,,X,,,,,75,,,X,,,,X,,,,25,50,FY23/Q2,X,,,,,,X,,,,75,X,,,,,,X,,,,75,75,FY23/Q3,,x,,,,x,,,,,75,FY23/Q4,x,,,,,x,,,,,100,,X,,,,X,,,,,75,88,,,,x,,,"M,RS",,x,,,,,25,,,,X,,,,,X,,,,R,25,25,,,X,,,,Right Shoulder ,,X,,,,Right Shoulder ,50,,,,,X,,MR,,,X,,,R,0,25,,X,,,,,,,,X,,,,50,,X,,,,,,,,X,,,RS,50,50,,X,,,,,,X,,,,,,100,,x,,,,,,x,,,,,,100,100
60.0,6.0,FRE,99.0,,25.0,,26.0,1.0,,6.0,District 6 - North Region,InVal-4,Beg FY22,,,1.0,0.0,,,1,0.0,0.0,FY22/Q1,,1.0,,50.0,,1.0,,50.0,50.0,FY22/Q2,,1.0,,50.0,,1.0,,50.0,50.0,FY22/Q3,X,,,,,X,,,,,100,,X,,,,X,,,,,75,88,FY22/Q4,,,X,,,,,X,,,0,,,x,,,,x,,,,25,13,FY23/Q1,,X,,,,,,X,,,25,,,X,,,X,,,,,50,38,FY23/Q2,X,,,,,,X,,,,75,X,,,,,,X,,,,75,75,FY23/Q3,,x,,,,x,,,,,75,FY23/Q4,x,,,,,x,,,,,100,X,,,,,X,,,,,100,100,,,,x,,,"M,RS",,x,,,x,,25,,,X,,,X,,,X,,,,R,50,38,,,,x,,,Right Shoulder ,,x,,,,RS and Median ,25,,,,X,,,R,,X,,,,MR,25,25,,X,,,,,,X,,,,,,50,,X,,,,,,,X,,,,M,75,63,,X,,,,,,,X,,,,S,75,,x,,,,,,,x,,,,s,75,75
61.0,6.0,FRE,99.0,,26.0,,27.0,1.0,,6.0,District 6 - North Region,InVal-4,Beg FY22,,,1.0,0.0,,1.0,,50.0,25.0,FY22/Q1,,,1,0.0,,1.0,,50.0,25.0,FY22/Q2,1.0,,,100.0,,1.0,,50.0,75.0,FY22/Q3,X,,,,,X,,,,,100,X,,,,,,X,,,,75,88,FY22/Q4,,X,,,,,X,,,,50,,x,,,,,x,,,,50,50,FY23/Q1,X,,,,,X,,,,,100,,,X,,,,,X,,,0,50,FY23/Q2,,X,,,,,X,,,,50,,X,,,,,X,,,,50,50,FY23/Q3,,,x,,,x,,,,,50,FY23/Q4,x,,,,,x,,,,,100,X,,,,,,X,,,,75,88,,,x,,,x,RS,,x,,,,RS,50,,,X,,,,,,,X,,,R,25,38,,,x,,,,,,x,,,,RS and Median ,50,,,X,,,,R,,X,,,,MR,50,50,,,X,,,X,1 CAMP,,X,,,,,50,,,X,,,1.0,RS,,X,,,,M,50,50,,X,,,,,,X,,,,,,100,,x,,,,,,x,,,,,,100,100
62.0,6.0,FRE,99.0,,27.0,,28.0,1.0,,6.0,District 6 - North Region,InVal-4,Beg FY22,,,1.0,0.0,,,1,0.0,0.0,FY22/Q1,,,1,0.0,1.0,,,100.0,50.0,FY22/Q2,,1.0,,50.0,,1.0,,50.0,50.0,FY22/Q3,X,,,,,X,,,,,100,X,,,,,,X,,,,75,88,FY22/Q4,X,,,,,,X,,,,75,x,,,,,,x,,,,75,75,FY23/Q1,X,,,,,,X,,,,75,,,X,,,X,,,,,50,63,FY23/Q2,,X,,,,,X,,,,50,,X,,,,,X,,,,50,50,FY23/Q3,,x,,,,,x,,,,50,FY23/Q4,x,,,,,x,,,,,100,X,,,,,X,,,,,100,100,,,,x,,,"M,RS",,,x,,,RS,0,,,X,,,,,,X,,,,R,50,25,,,x,,,,,,x,,,,right shoulder ,50,,,X,,,,R,,X,,,,R,50,50,,X,,,,,,,X,,,,,75,,X,,,,,,X,,,,,,100,88,,X,,,,,,,X,,,,S,75,,x,,,,,,,x,,,,s,75,75
63.0,6.0,FRE,99.0,,28.0,,29.0,1.0,,6.0,District 6 - North Region,InVal-4,Beg FY22,,,1.0,0.0,,1.0,,50.0,25.0,FY22/Q1,,1.0,,50.0,1.0,,,100.0,75.0,FY22/Q2,,1.0,,50.0,1.0,,,100.0,75.0,FY22/Q3,X,,,,,,X,,,,75,,,,X,,,,,X,,#DIV/0!,#DIV/0!,FY22/Q4,,,,CON,,,,,CON,,#DIV/0!,,,,x,,,,,x,,#DIV/0!,#DIV/0!,FY23/Q1,,,X,,,,,,X,,0,,,,X,,,,,X,,#DIV/0!,#DIV/0!,FY23/Q2,,,,X,,,,,X,,#DIV/0!,,,,X,,,,,X,,#DIV/0!,#DIV/0!,FY23/Q3,,,,x,,,,,x,,#DIV/0!,FY23/Q4,,,,x,,,,,x,,#DIV/0!,,,,X,,,,,X,,#DIV/0!,#DIV/0!,,,,,x,,,,,,x,,,#DIV/0!,,,,,X,,,,,,X,,,#DIV/0!,#DIV/0!,,,,x,,,Median ,,x,,,,Median ,25,,,,X,,,MR,,X,,,,M,25,25,,X,,,,,,X,,,,,,100,,X,,,,,,X,,,,,,100,100,,X,,,,,,X,,,,,,100,,x,,,,,,x,,,,,,100,100
64.0,6.0,FRE,99.0,,29.0,,30.0,1.0,,6.0,District 6 - North Region,InVal-4,Beg FY22,,,1.0,0.0,1.0,,,100.0,50.0,FY22/Q1,,,1,0.0,1.0,,,100.0,50.0,FY22/Q2,1.0,,,100.0,1.0,,,100.0,100.0,FY22/Q3,X,,,,,,X,,,,75,,,,X,,,,,X,,#DIV/0!,#DIV/0!,FY22/Q4,,,,CON,,,,,CON,,#DIV/0!,,,,x,,,,,x,,#DIV/0!,#DIV/0!,FY23/Q1,,,X,,,,,,X,,0,,,,X,,,,,X,,#DIV/0!,#DIV/0!,FY23/Q2,,,,X,,,,,X,,#DIV/0!,,,,X,,,,,X,,#DIV/0!,#DIV/0!,FY23/Q3,,,,x,,,,,x,,#DIV/0!,FY23/Q4,,,,x,,,,,x,,#DIV/0!,,,,X,,,,,X,,#DIV/0!,#DIV/0!,,,,,x,,,,,,x,,,#DIV/0!,,,,,X,,,,,,X,,,#DIV/0!,#DIV/0!,,x,,,,,,,x,,,,RS and Median ,75,,X,,,,,,,X,,,,MR,75,75,,X,,,,,,X,,,,,,100,,X,,,,,,X,,,,,,100,100,,X,,,,,,X,,,,,,100,,x,,,,,,x,,,,,,100,100
65.0,6.0,FRE,99.0,,30.0,,31.0,1.0,,6.0,District 6 - North Region,InVal-4,Beg FY22,,,1.0,0.0,,1.0,,50.0,25.0,FY22/Q1,,,1,0.0,,1.0,,50.0,25.0,FY22/Q2,1.0,,,100.0,1.0,,,100.0,100.0,FY22/Q3,X,,,,,X,,,,,100,X,,,,,X,,,,,100,100,FY22/Q4,,X,,,,X,,,,,75,,x,,,,x,,,,,75,75,FY23/Q1,,,X,,,,,,X,,0,,X,,,,,,X,,,25,13,FY23/Q2,,X,,,,X,,,,,75,,X,,,,X,,,,,75,75,FY23/Q3,,,,x,,,,,x,,#DIV/0!,FY23/Q4,,,,x,,,,,x,,#DIV/0!,,,,X,,,,,X,,#DIV/0!,#DIV/0!,,,x,,,,"M,RS",,,x,,,"M,RS",25,,,,,X,,,,,,X,,,#DIV/0!,#DIV/0!,,,,x,,,,,x,,,,Median ,25,,,,X,,,MR,,X,,,,M,25,25,,X,,,,,,X,,,,,,100,,X,,,,,,X,,,,,,100,100,,X,,,,,,X,,,,,,100,,x,,,,,,x,,,,,,100,100
66.0,6.0,FRE,180.0,,40.0,,41.0,1.0,,6.0,District 6 - North Region,InVal-3,Beg FY22,,1,,50.0,,1.0,,50.0,50.0,FY22/Q1,,,1,0.0,1.0,,,100.0,50.0,FY22/Q2,,1.0,,50.0,1.0,,,100.0,75.0,FY22/Q3,X,,,,,X,,,,,100,X,,,,,,X,,,,75,88,FY22/Q4,,X,,,,X,,,,,75,x,,,,,x,,,,,100,88,FY23/Q1,X,,,,,X,,,,,100,X,,,,,X,,,,,100,100,FY23/Q2,X,,,,,X,,,,,100,X,,,,,X,,,,,100,100,FY23/Q3,x,,,,,x,,,,,100,FY23/Q4,x,,,,,x,,,,,100,X,,,,,X,,,,,100,100,10/26/2023,x,,,,,,x,,,,,,100,10/26/2023,X,,,,,,X,,,,,,100,100,1/19/2024,X,,,,,,X,,,,,,100,1/19/2024,X,,,,,,X,,,,,,100,100,,,X,,,,shoulder ,X,,,,,,100,4/18/2024,,X,,,,,X,,,,,,75,88,,X,,,,,,X,,,,,,100,,x,,,,,,x,,,,,,100,100
